0.0246	4.2363	8.7134	68.045	NaN	NaN	NaN	NaN	NaN
0.0357	0.1895	4.8375	20.3828	39.2927	26.3952	NaN	NaN	NaN
0.0251	0.1035	2.1193	3.4806	11.0524	31.9981	43.3107	NaN	NaN
0.0186	0.0796	0.6951	1.3788	12.8411	59.1022	80.7552	88.384	112.6583
0.0129	0.034	0.1655	0.298	2.8473	16.2889	18.9302	58.1861	41.6391
0.013	0.0288	0.0401	0.1411	1.9468	2.5866	22.0057	11.8298	45.7519
0.0132	0.0218	0.0299	0.0875	0.2405	0.8061	1.1725	2.3381	28.6273
0.0132	0.0211	0.021	0.0487	0.094	0.2672	0.4708	0.3034	3.7815
0.0131	0.0213	0.0209	0.0432	0.0685	0.1021	0.179	0.1105	0.6728
